"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Although I'm a girl, thankfully I have a sense of humor and realize that this [[really]] IS a [[funny]] anime!","Although I'm a girl, thankfully I have a sense of humor and realize that this [[admittedly]] IS a [[outlandish]] anime!",0.002641022205352783,0.5504454374313354,1,0,1,71,"Successful"
"This movie deals with the European ERASMUS exchange program but more [[generally]] about the European youth.","This movie deals with the European ERASMUS exchange program but more [[conventionally]] about the European youth.",0.009109914302825928,0.6272914409637451,1,0,1,47,"Successful"
"The [[true]] [[story]] of Phoolan Devi who became a national hero in India because she fought for her rights as a woman but in a violent manner.","The [[actual]] [[storeys]] of Phoolan Devi who became a national hero in India because she fought for her rights as a woman but in a violent manner.",0.025484144687652588,0.7314706444740295,1,0,1,86,"Successful"
"Turning Isherwood's somewhat dark and utterly brilliant novel into light comedic romp could easily have been a recipe for disaster, but somewhow it wasn't .","Turning Isherwood's somewhat dark and utterly brilliant novel into light comedic romp could easily have been a recipe for disaster, but somewhow it wasn't .",0.8539310693740845,0.8539310693740845,0,0,1,1,"Skipped"
"[[This]] is a [[great]] [[movie]]!","[[That]] is a [[sizable]] [[photographer]]!",0.008830785751342773,0.5023130774497986,1,0,1,98,"Successful"
"I understand there was some conflict between Leigh and the great Maggie Smith during the filming.","I understand there was some conflict between Leigh and the great Maggie Smith during the filming.",0.710313081741333,0.710313081741333,1,1,0,1,"Skipped"
"I never thought [[I]] would absolutly hate an Arnold Schwartzeneggar [[film]], BUT this is is [[dreadful]] from the get go.","I never thought [[me]] would absolutly hate an Arnold Schwartzeneggar [[cinematographers]], BUT this is is [[abhorrent]] from the get go.",0.006016552448272705,0.6204845905303955,0,1,0,61,"Successful"
"It's been said before--Strangers on a [[Train]] is Hitchcock's [[best]] movie--and he's made [[so]] [[many]] good ones!","It's been said before--Strangers on a [[Railroad]] is Hitchcock's [[more]] movie--and he's made [[tad]] [[batch]] good ones!",0.0036910176277160645,0.7327413558959961,1,0,1,108,"Successful"
"Ned aKelly is such an important story to Australians but this movie is [[awful]].","Ned aKelly is such an important story to Australians but this movie is [[scary]].",0.008943557739257812,0.5057388544082642,0,1,0,40,"Successful"
"Long, [[boring]], blasphemous.Never have I been so glad to see ending credits roll.","Long, [[drilled]], blasphemous.Never have I been so glad to see ending credits roll.",0.006625711917877197,0.9817348718643188,0,1,0,34,"Successful"
"The [[best]] horror/sci-fi movie i have ever seen.","The [[more]] horror/sci-fi movie i have ever seen.",0.004981637001037598,0.9646303653717041,1,0,1,53,"Successful"
"Well, this may be one of the worst movies ever, but [[atleast]] there are some nice t*ts in it.","Well, this may be one of the worst movies ever, but [[actualy]] there are some nice t*ts in it.",0.37668943405151367,0.9205819368362427,0,1,0,25,"Successful"
"[[This]] is a [[really]] [[interesting]] [[film]].","[[That]] is a [[openly]] [[tempting]] [[cinematographer]].",0.003899812698364258,0.9850426316261292,1,0,1,141,"Successful"
"Malcolm McDowell has not had too many good movies lately and this is no [[different]].Especially designed for people who like Yellow filters on their movies.","Malcolm McDowell has not had too many good movies lately and this is no [[disjointed]].Especially designed for people who like Yellow filters on their movies.",0.023629188537597656,0.9084665179252625,0,1,0,42,"Successful"
"[[Boring]], [[predictable]], by-the-numbers horror outing at least has pretty good special effects and plenty of (mindless) mayhem and gore to satisfy (mindless) genre fans.","[[Boron]], [[anticipate]], by-the-numbers horror outing at least has pretty good special effects and plenty of (mindless) mayhem and gore to satisfy (mindless) genre fans.",0.008310854434967041,0.6070071458816528,0,1,0,64,"Successful"
"The [[Buddy]] [[Holly]] [[Story]] is a [[great]] [[biography]] with a super performance from Gary Busey.Busey [[did]] his own [[singing]] for this [[film]] and he [[does]] a [[great]] [[job]].","The [[Brother]] [[Hol]] [[Storeys]] is a [[gorgeous]] [[biographer]] with a super performance from Gary Busey.Busey [[do]] his own [[song]] for this [[theaters]] and he [[doing]] a [[excellent]] [[worksite]].",0.0035837888717651367,0.022654294967651367,1,1,1,407,"Failed"
"One of my [[favorite]] scenes is at the beginning when [[guests]] on a private [[yacht]] decide to take an impromptu swim - in their underwear!Rather risqué for 1931!","One of my [[opted]] scenes is at the beginning when [[shoppers]] on a private [[boat]] decide to take an impromptu swim - in their underwear!Rather risqué for 1931!",0.09926491975784302,0.5259857177734375,1,0,1,92,"Successful"
"[[I]] [[know]] that the real story of Little Richard is a lot more thrilling than this [[maudlin]] and thoroughly average biopic.","[[me]] [[savoir]] that the real story of Little Richard is a lot more thrilling than this [[sentimentalism]] and thoroughly average biopic.",0.00630563497543335,0.6669983267784119,0,1,0,90,"Successful"
"[[So]] that´s what I [[called]] a [[bad]], [[bad]] film... [[Poor]] acting, [[poor]] [[directing]], [[terrible]] [[writing]]!","[[Conversely]] that´s what I [[solicited]] a [[unfavorable]], [[adverse]] film... [[Poverty]] acting, [[vulnerable]] [[steers]], [[tragic]] [[writer]]!",0.0011879205703735352,0.6705247163772583,0,1,0,293,"Successful"
"The biggest heroes, is one of the [[greatest]] movies ever.","The biggest heroes, is one of the [[lousiest]] movies ever.",0.004240930080413818,0.9892833232879639,1,0,1,37,"Successful"
"This film has special effects which for it's time are very [[impressive]].","This film has special effects which for it's time are very [[stupendous]].",0.009128153324127197,0.979922890663147,1,0,1,54,"Successful"
"I really [[enjoyed]] this movie... In My DVD collection of baseball movies... Reminded me how great the sport truly is... Whether it's here in America or Japan.","I really [[wanted]] this movie... In My DVD collection of baseball movies... Reminded me how great the sport truly is... Whether it's here in America or Japan.",0.005286157131195068,0.9763814210891724,1,0,1,53,"Successful"
"Simply one of the [[greatest]] films ever made.","Simply one of the [[worst]] films ever made.",0.00406038761138916,0.9940426349639893,1,0,1,37,"Successful"
"Ever since I heard of the Ralph Bakshi version of ""The Lord of the Rings"" I wondered: What the hell is 'rotoscope' animation?","Ever since I heard of the Ralph Bakshi version of ""The Lord of the Rings"" I wondered: What the hell is 'rotoscope' animation?",0.9282559752464294,0.9282559752464294,0,0,1,1,"Skipped"
"A [[wonderful]] story...[[so]] [[beautiful]] [[told]].","A [[unbelievable]] story...[[additionally]] [[super]] [[reported]].",0.00319671630859375,0.9940057992935181,1,0,1,222,"Successful"
"This [[movie]] was a [[suprise]] for me while I was [[surfing]] from channel to channel... I don't know why but it filled in me with warmth and [[happiness]].","This [[cinema]] was a [[hadnt]] for me while I was [[surfed]] from channel to channel... I don't know why but it filled in me with warmth and [[contented]].",0.002883434295654297,0.7372921705245972,1,0,1,100,"Successful"
"This film was [[Excellent]], I thought that the original one was quiet mediocre.","This film was [[Ravishing]], I thought that the original one was quiet mediocre.",0.03513896465301514,0.9892938733100891,1,0,1,49,"Successful"
"Farrah [[Fawcett]] gives an [[award]] nominated [[performance]] as an attempted rape victim who turns the tables on her attacker.","Farrah [[Farrah]] gives an [[recompense]] nominated [[results]] as an attempted rape victim who turns the tables on her attacker.",0.017602145671844482,0.736225962638855,1,0,1,102,"Successful"
"My definition of a [[great]] movie is if you want to [[continue]] to see it over again.","My definition of a [[prodigious]] movie is if you want to [[remain]] to see it over again.",0.003089725971221924,0.8903391361236572,1,0,1,101,"Successful"
"This is not the stuff of soap-operas but the sort of conundrums that real [[people]] face in real life.","This is not the stuff of soap-operas but the sort of conundrums that real [[gens]] face in real life.",0.02067464590072632,0.9354466199874878,1,0,1,32,"Successful"
"i would [[give]] this [[movie]] an 8.5 or a 9.","i would [[let]] this [[cine]] an 8.5 or a 9.",0.011291980743408203,0.9885786175727844,1,0,1,87,"Successful"
"[[Probably]] one of the [[worst]] [[movies]] ever [[made]], I'm still [[trying]] to figure if it was meant to be fun, but for sure I had no [[fun]] at all.","[[Undoubtedly]] one of the [[nastiest]] [[films]] ever [[achieved]], I'm still [[seductive]] to figure if it was meant to be fun, but for sure I had no [[delightful]] at all.",0.002043485641479492,0.8475383520126343,0,1,0,174,"Successful"
"[[In]] my [[opinion]], [[October]] Sky is one of the [[best]] movies of 1999...It [[totally]] [[has]] everything an [[emotional]] [[drama]] [[movie]] would need, like, [[wonderful]] [[story]] and [[good]] [[character]] [[interactions]].","[[Onto]] my [[idea]], [[September]] Sky is one of the [[advisable]] movies of 1999...It [[thoroughly]] [[holds]] everything an [[corny]] [[filmmaking]] [[scorsese]] would need, like, [[delicious]] [[storybooks]] and [[decent]] [[idiosyncrasies]] [[interacting]].",0.002768576145172119,0.7264226078987122,1,0,1,458,"Successful"
"Cool [[idea]]... [[botched]] [[writing]], [[botched]] [[directing]], [[botched]] [[editing]], [[botched]] [[acting]].","Cool [[insights]]... [[botch]] [[writting]], [[mishandled]] [[culminate]], [[mishandled]] [[editions]], [[mishandled]] [[caretaker]].",0.004988431930541992,0.9692631959915161,0,1,0,189,"Successful"
"'It's easy to kill a monster, but it's [[hard]] to kill a human being.","'It's easy to kill a monster, but it's [[inhospitable]] to kill a human being.",0.48332977294921875,0.9370460510253906,1,0,1,27,"Successful"
"by the way it looks at the other comments made, it seems that a lot of people did not get the point to the flick.","by the way it looks at the other comments made, it seems that a lot of people did not get the point to the flick.",0.656940221786499,0.656940221786499,0,0,1,1,"Skipped"
"[[After]] 30+ years of hiatus, once again I immerse myself in the mist of uplifting [[melancholy]].","[[Unless]] 30+ years of hiatus, once again I immerse myself in the mist of uplifting [[gloomy]].",0.004945278167724609,0.9384282827377319,1,0,1,52,"Successful"
"[[Outlandish]] [[premise]] that rates low on plausibility and unfortunately also struggles feebly to raise [[laughs]] or interest.","[[Surrealistic]] [[assumed]] that rates low on plausibility and unfortunately also struggles feebly to raise [[risa]] or interest.",0.013051509857177734,0.6377261281013489,0,1,0,92,"Successful"
"Were I not with friends, and so cheap, I would have walked out.It [[failed]] [[miserably]] as satire and didn't even have the redemption of camp.","Were I not with friends, and so cheap, I would have walked out.It [[omission]] [[terrifically]] as satire and didn't even have the redemption of camp.",0.0017600059509277344,0.6604284048080444,0,1,0,98,"Successful"
"If it wasn't for the terrific music, I would not hesitate to give this cinematic underachievement 2/10.","If it wasn't for the terrific music, I would not hesitate to give this cinematic underachievement 2/10.",0.9955412745475769,0.9955412745475769,1,1,0,1,"Skipped"
"Really [[bad]] Italian horror movie, a sort of remake of Hammer infamous Frankenstein must be destroyed, this time with a lady Frankenstein taking over the business from father.","Really [[inauspicious]] Italian horror movie, a sort of remake of Hammer infamous Frankenstein must be destroyed, this time with a lady Frankenstein taking over the business from father.",0.0020662546157836914,0.9921876192092896,0,1,0,65,"Successful"
"Although it has been remade several times, this movie is a [[classic]] if you are seeing it for the first time.","Although it has been remade several times, this movie is a [[conventional]] if you are seeing it for the first time.",0.0032535791397094727,0.9154612421989441,1,0,1,27,"Successful"
"As long as you go into this movie knowing that it's terrible: bad acting, bad ""effects,"" bad story, bad... everything, then you'll love it.","As long as you go into this movie knowing that it's terrible: bad acting, bad ""effects,"" bad story, bad... everything, then you'll love it.",0.9933701157569885,0.9933701157569885,0,0,1,1,"Skipped"
"I wish they would just [[make]] a special section in the video [[rental]] stores for movies like this.","I wish they would just [[create]] a special section in the video [[locations]] stores for movies like this.",0.06567376852035522,0.5719263553619385,0,1,0,82,"Successful"
"A [[fine]] western, following the fate of those who possess the prize winning gun, a Winchester '73.","A [[jamil]] western, following the fate of those who possess the prize winning gun, a Winchester '73.",0.00295335054397583,0.7899702787399292,1,0,1,57,"Successful"
"I decided to hire out this movie along with a few other [[old]] horror movies.","I decided to hire out this movie along with a few other [[past]] horror movies.",0.07963329553604126,0.8329882621765137,0,1,0,31,"Successful"
"For pure gothic vampire cheese nothing can [[compare]] to the Subspecies films.I highly [[recommend]] each and every one of them.","For pure gothic vampire cheese nothing can [[akin]] to the Subspecies films.I highly [[suggested]] each and every one of them.",0.008246183395385742,0.8294737339019775,1,0,1,37,"Successful"
"Did Sandra (yes, she must have) [[know]] we would still be here for her some nine years [[later]]?","Did Sandra (yes, she must have) [[listened]] we would still be here for her some nine years [[yet]]?",0.03683829307556152,0.5368880033493042,1,0,1,81,"Successful"
"It is nice to see a show that has a little more content than just blood and guts for a [[change]]!","It is nice to see a show that has a little more content than just blood and guts for a [[metamorphosis]]!",0.04468506574630737,0.8146662712097168,1,0,1,47,"Successful"
"A [[great]] [[film]] in its [[genre]], the [[direction]], [[acting]], most [[especially]] the [[casting]] of the [[film]] [[makes]] it even more [[powerful]].A must see.","A [[large]] [[filmmakers]] in its [[blokes]], the [[aimer]], [[interim]], most [[peculiarly]] the [[molded]] of the [[pictures]] [[paying]] it even more [[pompous]].A must see.",0.0029039382934570312,0.5376490354537964,1,0,1,307,"Successful"
"its too bad that no one knows anything about this movie, and it gets old telling people it's rap's version of spinal tap.","its too bad that no one knows anything about this movie, and it gets old telling people it's rap's version of spinal tap.",0.800930380821228,0.800930380821228,0,0,1,1,"Skipped"
"[[Nicely]] done evil little comedy pitting the FBI against organized crime with a nice lady caught in the middle.","[[Mildly]] done evil little comedy pitting the FBI against organized crime with a nice lady caught in the middle.",0.0075997114181518555,0.916944146156311,1,0,1,58,"Successful"
"Otto Preminger's ""Porgy and Bess"" [[stands]], to date, as a [[great]] American musical.","Otto Preminger's ""Porgy and Bess"" [[bleachers]], to date, as a [[gargantuan]] American musical.",0.002549111843109131,0.836736798286438,1,0,1,75,"Successful"
"One of those TV films you [[saw]] in the seventies that [[scared]] the hell out of you when you were a kid but still [[gives]] you an eerie feeling.","One of those TV films you [[suvs]] in the seventies that [[horror]] the hell out of you when you were a kid but still [[prescribes]] you an eerie feeling.",0.0038567185401916504,0.5902856588363647,1,0,1,143,"Successful"
"Well, I am SO glad I watched this on HBO instead of paying for it in the theaters or video store.","Well, I am SO glad I watched this on HBO instead of paying for it in the theaters or video store.",0.871925413608551,0.871925413608551,1,1,0,1,"Skipped"
"Despite its interesting [[premise]], 'Sniper' is quite [[tedious]].With a tighter script and sharper directing it could have been electrifying; instead it plods along with [[little]] tension.","Despite its interesting [[screenplay]], 'Sniper' is quite [[difficult]].With a tighter script and sharper directing it could have been electrifying; instead it plods along with [[lite]] tension.",0.0029912590980529785,0.9616112112998962,0,1,0,116,"Successful"
"this is a [[great]] movie for all Corey Feldman [[fans]].","this is a [[sizable]] movie for all Corey Feldman [[amateurs]].",0.003205239772796631,0.5043889880180359,1,0,1,93,"Successful"
"Working with one of the best Shakespeare sources, this film manages to be creditable to it's source, whilst still appealing to a wider audience.","Working with one of the best Shakespeare sources, this film manages to be creditable to it's source, whilst still appealing to a wider audience.",0.9809320569038391,0.9809320569038391,1,1,0,1,"Skipped"
"No offense to anyone who saw this and liked it, but I [[hated]] it!","No offense to anyone who saw this and liked it, but I [[reviled]] it!",0.007565140724182129,0.5853503942489624,0,1,0,45,"Successful"
"This movie was 100% [[boring]], i [[swear]] i almost died from boredom at the theater.","This movie was 100% [[drilled]], i [[juror]] i almost died from boredom at the theater.",0.00627821683883667,0.5390548706054688,0,1,0,64,"Successful"
"[[I]] wouldn't [[rent]] this one even on [[dollar]] [[rental]] [[night]].","[[me]] wouldn't [[commended]] this one even on [[aussie]] [[hiring]] [[nights]].",0.014645218849182129,0.6183691024780273,0,1,0,96,"Successful"
"This is one of the [[funniest]] movies I have ever seen.","This is one of the [[lamest]] movies I have ever seen.",0.008219420909881592,0.9953811168670654,1,0,1,46,"Successful"
"Pretty [[dreadful]] [[movie]] about several [[unbalanced]] young [[people]] in a car starts off reasonably well but becomes more bizarre and hard to swallow as it progresses.","Pretty [[shocking]] [[cinema]] about several [[unequal]] young [[compatriots]] in a car starts off reasonably well but becomes more bizarre and hard to swallow as it progresses.",0.002534151077270508,0.5575035810470581,0,1,0,124,"Successful"
"i found the story to be just enough of a thriller that the wonderful henry mancici music didn't [[lull]] me.","i found the story to be just enough of a thriller that the wonderful henry mancici music didn't [[reprieve]] me.",0.00255584716796875,0.8749207854270935,1,0,1,56,"Successful"
"This movie shows me, that americans have no [[knowledge]] about the situation in the sad balkan-brother war!","This movie shows me, that americans have no [[savoir]] about the situation in the sad balkan-brother war!",0.18202346563339233,0.6666991114616394,0,1,0,54,"Successful"
"This [[film]] captures the [[true]] struggle with [[identity]] that is [[ongoing]] in our teenage years.","This [[cine]] captures the [[presentable]] struggle with [[characterization]] that is [[persists]] in our teenage years.",0.002755880355834961,0.60693359375,1,0,1,91,"Successful"
"This film lingered and lingered at a small movie theater in town, and the word-of-mouth buzz [[got]] me to [[see]] it.","This film lingered and lingered at a small movie theater in town, and the word-of-mouth buzz [[could]] me to [[voir]] it.",0.06740468740463257,0.5381120443344116,1,0,1,108,"Successful"
"I have probably seen this movie over fifty times by now because of the kids they just [[cant]] get enough of Spirit.","I have probably seen this movie over fifty times by now because of the kids they just [[aint]] get enough of Spirit.",0.019340574741363525,0.7917567491531372,1,0,1,61,"Successful"
"[[Despite]] the [[high]] [[ratings]] [[given]] to this [[film]] by IMDB [[users]], this is nothing more than your [[typical]] girl-with-a-bad-childhood-obsessively-stalks-married-man [[film]].","[[If]] the [[up]] [[reviews]] [[dispensed]] to this [[movie]] by IMDB [[talkers]], this is nothing more than your [[quintessential]] girl-with-a-bad-childhood-obsessively-stalks-married-man [[cinematic]].",0.007585465908050537,0.3739997148513794,0,0,0,284,"Failed"
"More suspenseful, more subtle, much, much more disturbing....","More suspenseful, more subtle, much, much more disturbing....",0.9962522983551025,0.9962522983551025,1,1,0,1,"Skipped"
"Moonwalker is such a [[great]] [[movie]], from start to [[finish]] you cant take your [[eyes]] [[away]].","Moonwalker is such a [[prodigious]] [[cinematographers]], from start to [[terminates]] you cant take your [[squinting]] [[out]].",0.002268850803375244,0.6419193148612976,1,0,1,125,"Successful"
"I don't believe it... Luc Besson is not only a genius now...he has always been one... this film is for everyone who likes real good deep films...just [[perfect]]!","I don't believe it... Luc Besson is not only a genius now...he has always been one... this film is for everyone who likes real good deep films...just [[spotless]]!",0.009083569049835205,0.8699830770492554,1,0,1,32,"Successful"
"not a Larry Mcmurty masterpiece but it stands on its own as a [[good]] western, any of the [[lonesome]] [[doves]] do.","not a Larry Mcmurty masterpiece but it stands on its own as a [[presentable]] western, any of the [[isolated]] [[starlings]] do.",0.004352986812591553,0.7728962302207947,1,0,1,66,"Successful"
"I [[found]] this a [[very]] [[enjoyable]] light [[hearted]] [[comedy]] [[set]] in Wales with some truly funny sequences highlighting the rivalry between two funeral directors.","I [[visualized]] this a [[terribly]] [[delectable]] light [[mannered]] [[caricature]] [[establishment]] in Wales with some truly funny sequences highlighting the rivalry between two funeral directors.",0.002061188220977783,0.5001365542411804,1,0,1,222,"Successful"
"I cant go for long describing this tittle, simply because I do not feel [[strong]] about it.","I cant go for long describing this tittle, simply because I do not feel [[heavy]] about it.",0.008209228515625,0.621264636516571,0,1,0,40,"Successful"
"Great movie - especially the music - Etta James - ""At Last"".This speaks volumes when you have finally found that special someone.","Great movie - especially the music - Etta James - ""At Last"".This speaks volumes when you have finally found that special someone.",0.9945864081382751,0.9945864081382751,1,1,0,1,"Skipped"
"[[If]] you've ever [[had]] a [[mad]] week-end out with your [[mates]] then you'll [[appreciate]] this [[film]].Excellent [[fun]] and a [[laugh]] a [[minute]].","[[After]] you've ever [[did]] a [[batshit]] week-end out with your [[lads]] then you'll [[recognising]] this [[cinematographers]].Excellent [[hoot]] and a [[kidding]] a [[secs]].",0.006077587604522705,0.7960680723190308,1,0,1,301,"Successful"
"[[A]] very [[comical]] but down to [[earth]] look into the behind the scene workings of an Australian bowling club.","[[another]] very [[preposterous]] but down to [[iand]] look into the behind the scene workings of an Australian bowling club.",0.007992267608642578,0.6370828151702881,1,0,1,44,"Successful"
"The Disney studios' remake of their own 1965 slapstick classic concerns a clever feline leading an F.B.I. agent to a kidnapped woman.","The Disney studios' remake of their own 1965 slapstick classic concerns a clever feline leading an F.B.I. agent to a kidnapped woman.",0.8330948352813721,0.8330948352813721,1,1,0,1,"Skipped"
"I know this is a made for TV movie, and the acting in made for TV movies is usually sub-par, but it's absolutely [[horrendous]] in this film.","I know this is a made for TV movie, and the acting in made for TV movies is usually sub-par, but it's absolutely [[monstrous]] in this film.",0.006459653377532959,0.6045818328857422,0,1,0,41,"Successful"
"In my opinion this is the [[best]] Oliver Stone flick -- [[probably]] more because of Bogosian's influence than anything else.","In my opinion this is the [[presentable]] Oliver Stone flick -- [[supposedly]] more because of Bogosian's influence than anything else.",0.0022974610328674316,0.5695126056671143,1,0,1,90,"Successful"
"one day someone [[said]] lets redo the mod squad we can make it hip cool and all that YO!","one day someone [[stated]] lets redo the mod squad we can make it hip cool and all that YO!",0.3659239411354065,0.6445920467376709,0,1,0,60,"Successful"
"Well, i thought the movie was [[blah]] 1/10.","Well, i thought the movie was [[yadda]] 1/10.",0.044049859046936035,0.8304699659347534,0,1,0,16,"Successful"
"To begin with its a rip off of the Japanese film Battle Royal except it's [[missing]] the one thing that made BR unique, balls.","To begin with its a rip off of the Japanese film Battle Royal except it's [[lack]] the one thing that made BR unique, balls.",0.11747747659683228,0.8440234661102295,0,1,0,52,"Successful"
"[[At]] one [[point]] in this [[waste]] of celluloid, [[Charles]] Dance as some sort of meant-to-be-funny, cyborg [[bad]] guy says ""If I had an anus, I'd soil myself"".[[Quite]].","[[Of]] one [[respect]] in this [[discards]] of celluloid, [[Caryl]] Dance as some sort of meant-to-be-funny, cyborg [[defective]] guy says ""If I had an anus, I'd soil myself"".[[Satisfactorily]].",0.005875885486602783,0.5948715209960938,0,1,0,143,"Successful"
"After eight Moto films the series had run its course, as this last entry demonstrates.","After eight Moto films the series had run its course, as this last entry demonstrates.",0.8715952634811401,0.8715952634811401,1,1,0,1,"Skipped"
"This movie is so [[bad]], I knew how it ends right after this little girl killed the first person.","This movie is so [[inauspicious]], I knew how it ends right after this little girl killed the first person.",0.008976936340332031,0.9613538980484009,0,1,0,61,"Successful"
"Spanish horrors are not bad at all, some are smart with interesting stories, but is not the case of ""Second Name"".","Spanish horrors are not bad at all, some are smart with interesting stories, but is not the case of ""Second Name"".",0.8806450963020325,0.8806450963020325,1,1,0,1,"Skipped"
"[[I]] think it's one of the [[greatest]] movies which are ever made, and I've seen many... The book is better, but it's still a [[very]] good movie!","[[me]] think it's one of the [[harshest]] movies which are ever made, and I've seen many... The book is better, but it's still a [[too]] good movie!",0.0029339194297790527,0.9933409094810486,1,0,1,91,"Successful"
"[[I]] [[enjoyed]] [[every]] [[moment]] of this movie, even [[though]] I [[knew]] they could never [[really]] [[be]] [[together]].","[[me]] [[wanted]] [[each]] [[periods]] of this movie, even [[if]] I [[hear]] they could never [[utterly]] [[represented]] [[collectively]].",0.005890250205993652,0.15138393640518188,1,1,1,214,"Failed"
"I will not even [[make]] any more [[comments]] about this movie.","I will not even [[establish]] any more [[representations]] about this movie.",0.048686087131500244,0.5876469612121582,0,1,0,107,"Successful"
"[[Great]] underrated movie great [[action]] good actors and a [[wonderful]] story line.","[[Noteworthy]] underrated movie great [[endeavors]] good actors and a [[unbelievable]] story line.",0.003721296787261963,0.9235580563545227,1,0,1,128,"Successful"
"Summer Phoenix did a [[great]] performance where you really feel what she's not [[able]] to feel and you just cannot understand what she has on her mind.","Summer Phoenix did a [[sizable]] performance where you really feel what she's not [[adroit]] to feel and you just cannot understand what she has on her mind.",0.0026742219924926758,0.6069496870040894,1,0,1,59,"Successful"
"[[Brilliant]] and [[moving]] performances by Tom Courtenay and Peter Finch.","[[Ravishing]] and [[move]] performances by Tom Courtenay and Peter Finch.",0.00596308708190918,0.7563464045524597,1,0,1,84,"Successful"
"The characters are unlikeable and the [[script]] is [[awful]].It's a [[waste]] of the [[talents]] of Deneuve and Auteuil.","The characters are unlikeable and the [[screenplays]] is [[abhorrent]].It's a [[scum]] of the [[talented]] of Deneuve and Auteuil.",0.0026093125343322754,0.5818908214569092,0,1,0,89,"Successful"
"As I said the idea itself was great and it had plenty potential.","As I said the idea itself was great and it had plenty potential.",0.7387459874153137,0.7387459874153137,1,1,0,1,"Skipped"
"with very little screen time and money, Dan Katzir [[manages]] to do so much.","with very little screen time and money, Dan Katzir [[administers]] to do so much.",0.010229110717773438,0.9931606650352478,1,0,1,36,"Successful"
"Ten [[minutes]] of people spewing [[gallons]] of [[pink]] [[vomit]].Recurring scenes of [[enormous]] [[piles]] of [[dog]] [[excrement]] - [[need]] one say more?","Ten [[recordings]] of people spewing [[cylinders]] of [[surged]] [[burping]].Recurring scenes of [[great]] [[battery]] of [[mastiff]] [[caked]] - [[suffice]] one say more?",0.01261228322982788,0.6503426432609558,0,1,0,231,"Successful"
"Once in a while you get [[amazed]] over how [[BAD]] a [[film]] can be, and how in the world anybody could raise money to make this kind of crap.","Once in a while you get [[impressed]] over how [[MALEVOLENT]] a [[cinema]] can be, and how in the world anybody could raise money to make this kind of crap.",0.005144715309143066,0.5540173649787903,0,1,0,98,"Successful"
"The creators of south park in their own film here, this is a [[brilliant]] film with a huge [[entertainment]] [[factor]].","The creators of south park in their own film here, this is a [[glossy]] film with a huge [[distraction]] [[constituents]].",0.002820611000061035,0.8760056495666504,1,0,1,91,"Successful"
