"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Ned aKelly is such an important story to Australians but this movie is [[awful]].","Ned aKelly is such an important story to Australians but this movie is [[special]].",0.008943557739257812,0.9969617128372192,0,1,0,42,"Successful"
"Long, [[boring]], blasphemous.Never have I been so glad to see ending credits roll.","Long, [[complicated]], blasphemous.Never have I been so glad to see ending credits roll.",0.006625711917877197,0.9932307600975037,0,1,0,20,"Successful"
"The [[best]] horror/sci-fi movie i have ever seen.","The [[worst]] horror/sci-fi movie i have ever seen.",0.004981637001037598,0.9962305426597595,1,0,1,55,"Successful"
"Well, this may be one of the worst movies ever, but [[atleast]] there are some nice t*ts in it.","Well, this may be one of the worst movies ever, but [[besides]] there are some nice t*ts in it.",0.37668943405151367,0.8610982894897461,0,1,0,15,"Successful"
"This is a [[really]] interesting film.","This is a [[mildly]] interesting film.",0.003899812698364258,0.9537360072135925,1,0,1,41,"Successful"
"Malcolm McDowell has not had too many good movies lately and this is no [[different]].Especially designed for people who like Yellow filters on their movies.","Malcolm McDowell has not had too many good movies lately and this is no [[bad]].Especially designed for people who like Yellow filters on their movies.",0.023629188537597656,0.9716306924819946,0,1,0,27,"Successful"
"[[Boring]], predictable, by-the-numbers horror outing at least has pretty good special effects and plenty of (mindless) mayhem and gore to satisfy (mindless) genre fans.","[[exciting]], predictable, by-the-numbers horror outing at least has pretty good special effects and plenty of (mindless) mayhem and gore to satisfy (mindless) genre fans.",0.008310854434967041,0.6612513065338135,0,1,0,22,"Successful"
"The Buddy Holly Story is a [[great]] biography with a super performance from Gary [[Busey]].[[Busey]] did his own singing for this film and he does a great [[job]].","The Buddy Holly Story is a [[popular]] biography with a super performance from Gary [[conway]].[[walt]] did his own singing for this film and he does a great [[part]].",0.0035837888717651367,0.006335020065307617,1,1,1,137,"Failed"
"[[One]] of my [[favorite]] scenes is at the beginning when guests on a private yacht [[decide]] to [[take]] an impromptu swim - in their underwear![[Rather]] risqué for 1931!","[[one]] of my [[early]] scenes is at the beginning when guests on a private yacht [[seem]] to [[perform]] an impromptu swim - in their underwear![[sounded]] risqué for 1931!",0.09926491975784302,0.6004514694213867,1,0,1,97,"Successful"
"[[I]] [[know]] that the real story of Little Richard is a lot more thrilling than this [[maudlin]] and thoroughly average biopic.","[[you]] [[realise]] that the real story of Little Richard is a lot more thrilling than this [[terrific]] and thoroughly average biopic.",0.00630563497543335,0.9945773482322693,0,1,0,26,"Successful"
"[[So]] that´s what I called a bad, [[bad]] film... Poor acting, poor directing, [[terrible]] writing!","[[maybe]] that´s what I called a bad, [[wrong]] film... Poor acting, poor directing, [[wonderful]] writing!",0.0011879205703735352,0.38338589668273926,0,0,0,73,"Failed"
"The biggest heroes, is one of the [[greatest]] movies ever.","The biggest heroes, is one of the [[worst]] movies ever.",0.004240930080413818,0.979256808757782,1,0,1,48,"Successful"
"This film has special effects which for it's time are very [[impressive]].","This film has special effects which for it's time are very [[bad]].",0.009128153324127197,0.9842402935028076,1,0,1,55,"Successful"
"I really [[enjoyed]] this movie... In My DVD collection of baseball movies... Reminded me how great the sport truly is... Whether it's here in America or Japan.","I really [[needed]] this movie... In My DVD collection of baseball movies... Reminded me how great the sport truly is... Whether it's here in America or Japan.",0.005286157131195068,0.9671258330345154,1,0,1,65,"Successful"
"Simply [[one]] of the [[greatest]] films ever made.","Simply [[five]] of the [[worst]] films ever made.",0.00406038761138916,0.9778363108634949,1,0,1,47,"Successful"
"Ever since I heard of the Ralph Bakshi version of ""The Lord of the Rings"" I wondered: What the hell is 'rotoscope' animation?","Ever since I heard of the Ralph Bakshi version of ""The Lord of the Rings"" I wondered: What the hell is 'rotoscope' animation?",0.9282559752464294,0.9282559752464294,0,0,1,1,"Skipped"
"[[A]] wonderful [[story]]...so beautiful [[told]].","[[no]] wonderful [[writing]]...so beautiful [[pictures]].",0.00319671630859375,0.6333414316177368,1,0,1,89,"Successful"
"This movie was a [[suprise]] for me while I was surfing from channel to channel... I don't [[know]] why but it filled in me with warmth and happiness.","This movie was a [[surprise]] for me while I was surfing from channel to channel... I don't [[think]] why but it filled in me with warmth and happiness.",0.002883434295654297,0.0037952065467834473,1,1,1,55,"Failed"
"This film was [[Excellent]], I thought that the original one was quiet mediocre.","This film was [[boring]], I thought that the original one was quiet mediocre.",0.03513896465301514,0.9960770606994629,1,0,1,19,"Successful"
"Farrah Fawcett [[gives]] an award nominated [[performance]] as an attempted rape victim who [[turns]] the tables on her attacker.","Farrah Fawcett [[provides]] an award nominated [[cast]] as an attempted rape victim who [[turn]] the tables on her attacker.",0.017602145671844482,0.5588275194168091,1,0,1,62,"Successful"
"My definition of a [[great]] movie is if you want to continue to see it over again.","My definition of a [[long]] movie is if you want to continue to see it over again.",0.003089725971221924,0.49483174085617065,1,1,1,14,"Failed"
"This is not the stuff of soap-operas but the sort of conundrums that real [[people]] face in real life.","This is not the stuff of soap-operas but the sort of conundrums that real [[individuals]] face in real life.",0.02067464590072632,0.023120582103729248,1,1,1,14,"Failed"
"i would [[give]] this movie an 8.5 or a 9.","i would [[cut]] this movie an 8.5 or a 9.",0.011291980743408203,0.8963780403137207,1,0,1,56,"Successful"
"Probably one of the worst [[movies]] ever made, I'm still trying to figure if it was meant to be fun, but for [[sure]] [[I]] had no fun at all.","Probably one of the worst [[film]] ever made, I'm still trying to figure if it was meant to be fun, but for [[most]] [[me]] had no fun at all.",0.002043485641479492,0.0024752020835876465,0,0,0,24,"Failed"
"[[In]] my opinion, October Sky is one of the best movies of 1999...It [[totally]] has everything an emotional drama movie would need, [[like]], [[wonderful]] story and [[good]] character interactions.","[[if]] my opinion, October Sky is one of the best movies of 1999...It [[again]] has everything an emotional drama movie would need, [[with]], [[decent]] story and [[decent]] character interactions.",0.002768576145172119,0.00625687837600708,1,1,1,166,"Failed"
"Cool idea... botched writing, botched directing, botched editing, [[botched]] acting.","Cool idea... botched writing, botched directing, botched editing, [[flawless]] acting.",0.004988431930541992,0.5906542539596558,0,1,0,24,"Successful"
"'It's easy to kill a monster, but it's [[hard]] to kill a human being.","'It's easy to kill a monster, but it's [[stupid]] to kill a human being.",0.48332977294921875,0.9717887043952942,1,0,1,34,"Successful"
"by the way it looks at the other comments made, it seems that a lot of people did not get the point to the flick.","by the way it looks at the other comments made, it seems that a lot of people did not get the point to the flick.",0.656940221786499,0.656940221786499,0,0,1,1,"Skipped"
"[[After]] 30+ years of hiatus, once again [[I]] immerse myself in the mist of uplifting [[melancholy]].","[[since]] 30+ years of hiatus, once again [[my]] immerse myself in the mist of uplifting [[feeling]].",0.004945278167724609,0.008670926094055176,1,1,1,31,"Failed"
"Outlandish premise that rates low on plausibility and unfortunately also struggles [[feebly]] to raise laughs or interest.","Outlandish premise that rates low on plausibility and unfortunately also struggles [[sometimes]] to raise laughs or interest.",0.013051509857177734,0.02513033151626587,0,0,0,37,"Failed"
"Were I not with friends, and so cheap, I would have walked out.It [[failed]] miserably as satire and didn't [[even]] have the redemption of camp.","Were I not with friends, and so cheap, I would have walked out.It [[helped]] miserably as satire and didn't [[only]] have the redemption of camp.",0.0017600059509277344,0.3969181776046753,0,0,0,55,"Failed"
"If it wasn't for the terrific music, I would not hesitate to give this cinematic underachievement 2/10.","If it wasn't for the terrific music, I would not hesitate to give this cinematic underachievement 2/10.",0.9955412745475769,0.9955412745475769,1,1,0,1,"Skipped"
"Really [[bad]] Italian horror movie, a sort of remake of Hammer infamous Frankenstein must be destroyed, this time with a lady Frankenstein taking over the business from father.","Really [[little]] Italian horror movie, a sort of remake of Hammer infamous Frankenstein must be destroyed, this time with a lady Frankenstein taking over the business from father.",0.0020662546157836914,0.8880305886268616,0,1,0,32,"Successful"
"Although it has been remade several [[times]], this movie is a classic if you are seeing it for the first [[time]].","Although it has been remade several [[works]], this movie is a classic if you are seeing it for the first [[glance]].",0.0032535791397094727,0.006793498992919922,1,1,1,67,"Failed"
"As long as you go into this movie knowing that it's terrible: bad acting, bad ""effects,"" bad story, bad... everything, then you'll love it.","As long as you go into this movie knowing that it's terrible: bad acting, bad ""effects,"" bad story, bad... everything, then you'll love it.",0.9933701157569885,0.9933701157569885,0,0,1,1,"Skipped"
"I wish they [[would]] just [[make]] a special section in the video rental stores for movies [[like]] this.","I wish they [[gave]] just [[so]] a special section in the video rental stores for movies [[as]] this.",0.06567376852035522,0.8373461961746216,0,1,0,67,"Successful"
"A [[fine]] western, following the fate of those who possess the prize winning gun, a Winchester '73.","A [[bad]] western, following the fate of those who possess the prize winning gun, a Winchester '73.",0.00295335054397583,0.9943262338638306,1,0,1,24,"Successful"
"I decided to hire out this movie along with a few other [[old]] horror movies.","I decided to hire out this movie along with a few other [[classic]] horror movies.",0.07963329553604126,0.9573749303817749,0,1,0,34,"Successful"
"For pure gothic vampire cheese nothing can [[compare]] to the Subspecies films.I highly recommend each and every one of them.","For pure gothic vampire cheese nothing can [[amount]] to the Subspecies films.I highly recommend each and every one of them.",0.008246183395385742,0.045096755027770996,1,1,1,36,"Failed"
"Did Sandra (yes, she must have) [[know]] we would still be here for her some nine years later?","Did Sandra (yes, she must have) [[say]] we would still be here for her some nine years later?",0.03683829307556152,0.18001443147659302,1,1,1,44,"Failed"
"[[It]] is [[nice]] to see a show that has a little more content than just blood and guts for a [[change]]!","[[its]] is [[good]] to see a show that has a little more content than just blood and guts for a [[bit]]!",0.04468506574630737,0.14976555109024048,1,1,1,29,"Failed"
"A [[great]] [[film]] in its genre, the direction, acting, most especially the casting of the [[film]] makes it even more powerful.A must see.","A [[notable]] [[movie]] in its genre, the direction, acting, most especially the casting of the [[filmmakers]] makes it even more powerful.A must see.",0.0029039382934570312,0.004373788833618164,1,1,1,46,"Failed"
"its too bad that no one knows anything about this movie, and it gets old telling people it's rap's version of spinal tap.","its too bad that no one knows anything about this movie, and it gets old telling people it's rap's version of spinal tap.",0.800930380821228,0.800930380821228,0,0,1,1,"Skipped"
"[[Nicely]] done evil little comedy pitting the FBI against organized crime with a nice lady caught in the middle.","[[really]] done evil little comedy pitting the FBI against organized crime with a nice lady caught in the middle.",0.0075997114181518555,0.9822348952293396,1,0,1,25,"Successful"
"Otto Preminger's ""Porgy and Bess"" stands, to date, as a [[great]] American musical.","Otto Preminger's ""Porgy and Bess"" stands, to date, as a [[minor]] American musical.",0.002549111843109131,0.7628152370452881,1,0,1,58,"Successful"
"[[One]] of those TV films you [[saw]] in the seventies that scared the hell out of you when you were a kid but still [[gives]] you an eerie feeling.","[[one]] of those TV films you [[wrote]] in the seventies that scared the hell out of you when you were a kid but still [[causing]] you an eerie feeling.",0.0038567185401916504,0.022885382175445557,1,1,1,86,"Failed"
"Well, I am SO glad I watched this on HBO instead of paying for it in the theaters or video store.","Well, I am SO glad I watched this on HBO instead of paying for it in the theaters or video store.",0.871925413608551,0.871925413608551,1,1,0,1,"Skipped"
"[[Despite]] its interesting [[premise]], 'Sniper' is quite tedious.With a tighter script and sharper directing it [[could]] have been electrifying; instead it plods along with [[little]] tension.","[[despite]] its interesting [[plots]], 'Sniper' is quite tedious.With a tighter script and sharper directing it [[needed]] have been electrifying; instead it plods along with [[strong]] tension.",0.0029912590980529785,0.029700398445129395,0,0,0,56,"Failed"
"this is a [[great]] movie for all Corey Feldman fans.","this is a [[farewell]] movie for all Corey Feldman fans.",0.003205239772796631,0.8892094492912292,1,0,1,44,"Successful"
"Working with one of the best Shakespeare sources, this film manages to be creditable to it's source, whilst still appealing to a wider audience.","Working with one of the best Shakespeare sources, this film manages to be creditable to it's source, whilst still appealing to a wider audience.",0.9809320569038391,0.9809320569038391,1,1,0,1,"Skipped"
"No offense to anyone who saw this and liked it, but I [[hated]] it!","No offense to anyone who saw this and liked it, but I [[adored]] it!",0.007565140724182129,0.9946207404136658,0,1,0,57,"Successful"
"This movie was 100% [[boring]], i swear i almost died from boredom at the theater.","This movie was 100% [[entertaining]], i swear i almost died from boredom at the theater.",0.00627821683883667,0.8819972276687622,0,1,0,16,"Successful"
"I wouldn't rent this one [[even]] on [[dollar]] rental night.","I wouldn't rent this one [[only]] on [[spring]] rental night.",0.014645218849182129,0.5834345817565918,0,1,0,32,"Successful"
"This is one of the [[funniest]] movies I have ever seen.","This is one of the [[worst]] movies I have ever seen.",0.008219420909881592,0.9931662082672119,1,0,1,53,"Successful"
"Pretty [[dreadful]] movie about several unbalanced young people in a car starts off reasonably well but becomes more bizarre and hard to swallow as it progresses.","Pretty [[good]] movie about several unbalanced young people in a car starts off reasonably well but becomes more bizarre and hard to swallow as it progresses.",0.002534151077270508,0.955543041229248,0,1,0,22,"Successful"
"i found the story to be just enough of a thriller that the wonderful henry mancici music didn't [[lull]] me.","i found the story to be just enough of a thriller that the wonderful henry mancici music didn't [[help]] me.",0.00255584716796875,0.9659186601638794,1,0,1,36,"Successful"
"This movie shows me, that americans have no [[knowledge]] about the situation in the sad balkan-brother war!","This movie shows me, that americans have no [[clue]] about the situation in the sad balkan-brother war!",0.18202346563339233,0.5055105686187744,0,1,0,16,"Successful"
"This film captures the [[true]] struggle with identity that is [[ongoing]] in our teenage years.","This film captures the [[ongoing]] struggle with identity that is [[occurring]] in our teenage years.",0.002755880355834961,0.006677687168121338,1,1,1,66,"Failed"
"This film lingered and [[lingered]] at a small movie theater in town, and the word-of-mouth buzz [[got]] me to see it.","This film lingered and [[went]] at a small movie theater in town, and the word-of-mouth buzz [[alerted]] me to see it.",0.06740468740463257,0.5685447454452515,1,0,1,94,"Successful"
"I have probably seen this movie over fifty times by now because of the kids they just [[cant]] get enough of Spirit.","I have probably seen this movie over fifty times by now because of the kids they just [[can]] get enough of Spirit.",0.019340574741363525,0.9473057985305786,1,0,1,24,"Successful"
"Despite the high ratings given to this film by IMDB users, this is [[nothing]] more than your typical girl-with-a-bad-childhood-obsessively-stalks-married-man film.","Despite the high ratings given to this film by IMDB users, this is [[something]] more than your typical girl-with-a-bad-childhood-obsessively-stalks-married-man film.",0.007585465908050537,0.9569913744926453,0,1,0,17,"Successful"
"More suspenseful, more subtle, much, much more disturbing....","More suspenseful, more subtle, much, much more disturbing....",0.9962522983551025,0.9962522983551025,1,1,0,1,"Skipped"
"Moonwalker is such a [[great]] movie, from start to finish you cant take your eyes away.","Moonwalker is such a [[horrible]] movie, from start to finish you cant take your eyes away.",0.002268850803375244,0.9853177666664124,1,0,1,34,"Successful"
"I don't believe it... Luc Besson is not only a genius now...he has always been one... this film is for [[everyone]] who likes real good deep films...just [[perfect]]!","I don't believe it... Luc Besson is not only a genius now...he has always been one... this film is for [[people]] who likes real good deep films...just [[fine]]!",0.009083569049835205,0.5060498714447021,1,0,1,33,"Successful"
"not a Larry Mcmurty masterpiece but it stands on its own as a [[good]] western, any of the lonesome doves do.","not a Larry Mcmurty masterpiece but it stands on its own as a [[bad]] western, any of the lonesome doves do.",0.004352986812591553,0.9898210763931274,1,0,1,28,"Successful"
"I [[found]] this a very [[enjoyable]] light hearted comedy [[set]] in Wales with some [[truly]] [[funny]] sequences highlighting the rivalry between two funeral directors.","I [[saw]] this a very [[lovely]] light hearted comedy [[based]] in Wales with some [[mildly]] [[hilarious]] sequences highlighting the rivalry between two funeral directors.",0.002061188220977783,0.011334657669067383,1,1,1,79,"Failed"
"I cant go for long describing this tittle, simply because I do not [[feel]] strong about it.","I cant go for long describing this tittle, simply because I do not [[have]] strong about it.",0.008209228515625,0.14004749059677124,0,0,0,25,"Failed"
"Great movie - especially the music - Etta James - ""At Last"".This speaks volumes when you have finally found that special someone.","Great movie - especially the music - Etta James - ""At Last"".This speaks volumes when you have finally found that special someone.",0.9945864081382751,0.9945864081382751,1,1,0,1,"Skipped"
"[[If]] you've ever had a [[mad]] week-end out with your mates then you'll appreciate this film.Excellent fun and a [[laugh]] a minute.","[[if]] you've ever had a [[proper]] week-end out with your mates then you'll appreciate this film.Excellent fun and a [[laughs]] a minute.",0.006077587604522705,0.009035944938659668,1,1,1,24,"Failed"
"[[A]] very comical but down to earth [[look]] into the [[behind]] the scene workings of an Australian bowling club.","[[some]] very comical but down to earth [[looking]] into the [[above]] the scene workings of an Australian bowling club.",0.007992267608642578,0.4068645238876343,1,1,1,25,"Failed"
"The Disney studios' remake of their own 1965 slapstick classic concerns a clever feline leading an F.B.I. agent to a kidnapped woman.","The Disney studios' remake of their own 1965 slapstick classic concerns a clever feline leading an F.B.I. agent to a kidnapped woman.",0.8330948352813721,0.8330948352813721,1,1,0,1,"Skipped"
"I know this is a made for TV movie, and the acting in made for TV movies is usually sub-par, but it's absolutely [[horrendous]] in this film.","I know this is a made for TV movie, and the acting in made for TV movies is usually sub-par, but it's absolutely [[good]] in this film.",0.006459653377532959,0.9962066411972046,0,1,0,29,"Successful"
"In my opinion this is the [[best]] Oliver Stone flick -- probably more because of Bogosian's influence than [[anything]] [[else]].","In my opinion this is the [[only]] Oliver Stone flick -- probably more because of Bogosian's influence than [[something]] [[good]].",0.0022974610328674316,0.787934422492981,1,0,1,28,"Successful"
"one day someone [[said]] lets redo the mod squad we can make it hip cool and all that YO!","one day someone [[says]] lets redo the mod squad we can make it hip cool and all that YO!",0.3659239411354065,0.6328690052032471,0,1,0,20,"Successful"
"Well, i thought the movie was [[blah]] 1/10.","Well, i thought the movie was [[definitely]] 1/10.",0.044049859046936035,0.9884164333343506,0,1,0,29,"Successful"
"To begin with its a rip off of the Japanese film Battle Royal except it's [[missing]] the one thing that made BR unique, balls.","To begin with its a rip off of the Japanese film Battle Royal except it's [[been]] the one thing that made BR unique, balls.",0.11747747659683228,0.9609219431877136,0,1,0,18,"Successful"
"[[At]] one point in this waste of celluloid, Charles Dance as some [[sort]] of meant-to-be-funny, cyborg bad [[guy]] says ""If I had an anus, I'd soil myself"".[[Quite]].","[[about]] one point in this waste of celluloid, Charles Dance as some [[part]] of meant-to-be-funny, cyborg bad [[guys]] says ""If I had an anus, I'd soil myself"".[[again]].",0.005875885486602783,0.013570308685302734,0,0,0,91,"Failed"
"After eight Moto films the series had run its course, as this last entry demonstrates.","After eight Moto films the series had run its course, as this last entry demonstrates.",0.8715952634811401,0.8715952634811401,1,1,0,1,"Skipped"
"This movie is so [[bad]], I knew how it ends right after this little girl killed the first person.","This movie is so [[great]], I knew how it ends right after this little girl killed the first person.",0.008976936340332031,0.9933645129203796,0,1,0,32,"Successful"
"Spanish horrors are not bad at all, some are smart with interesting stories, but is not the case of ""Second Name"".","Spanish horrors are not bad at all, some are smart with interesting stories, but is not the case of ""Second Name"".",0.8806450963020325,0.8806450963020325,1,1,0,1,"Skipped"
"[[I]] think it's one of the greatest movies which are ever [[made]], and [[I've]] seen many... [[The]] book is better, but it's [[still]] a very good [[movie]]!","[[me]] think it's one of the greatest movies which are ever [[created]], and [[have]] seen many... [[the]] book is better, but it's [[never]] a very good [[film]]!",0.0029339194297790527,0.014351844787597656,1,1,1,62,"Failed"
"I enjoyed [[every]] moment of this movie, even though I knew they could never really be together.","I enjoyed [[no]] moment of this movie, even though I knew they could never really be together.",0.005890250205993652,0.9794411659240723,1,0,1,25,"Successful"
"I will not [[even]] make any more comments about this movie.","I will not [[officially]] make any more comments about this movie.",0.048686087131500244,0.6692389249801636,0,1,0,34,"Successful"
"[[Great]] underrated movie great [[action]] good actors and a [[wonderful]] story line.","[[i]] underrated movie great [[saw]] good actors and a [[decent]] story line.",0.003721296787261963,0.9245485663414001,1,0,1,86,"Successful"
"Summer Phoenix did a [[great]] performance where you really feel what she's not able to feel and you just cannot understand what she has on her mind.","Summer Phoenix did a [[bad]] performance where you really feel what she's not able to feel and you just cannot understand what she has on her mind.",0.0026742219924926758,0.9911237359046936,1,0,1,30,"Successful"
"[[Brilliant]] and [[moving]] [[performances]] by [[Tom]] [[Courtenay]] and [[Peter]] [[Finch]].","[[gifted]] and [[talented]] [[published]] by [[kenneth]] [[thomson]] and [[michael]] [[nash]].",0.00596308708190918,0.07850444316864014,1,1,1,271,"Failed"
"The characters are unlikeable and the [[script]] is awful.It's a waste of the talents of Deneuve and Auteuil.","The characters are unlikeable and the [[screenplay]] is awful.It's a waste of the talents of Deneuve and Auteuil.",0.0026093125343322754,0.0029760003089904785,0,0,0,14,"Failed"
"As I said the idea itself was great and it had plenty potential.","As I said the idea itself was great and it had plenty potential.",0.7387459874153137,0.7387459874153137,1,1,0,1,"Skipped"
"with very little screen time and money, Dan Katzir [[manages]] to do so much.","with very little screen time and money, Dan Katzir [[fails]] to do so much.",0.010229110717773438,0.9963180422782898,1,0,1,58,"Successful"
"Ten [[minutes]] of people spewing gallons of pink [[vomit]].[[Recurring]] scenes of [[enormous]] [[piles]] of dog excrement - need one say more?","Ten [[seconds]] of people spewing gallons of pink [[bubbles]].[[street]] scenes of [[large]] [[amount]] of dog excrement - need one say more?",0.01261228322982788,0.04407542943954468,0,0,0,78,"Failed"
"Once in a while you get [[amazed]] over how BAD a film can be, and how in the world [[anybody]] could raise money to [[make]] this kind of [[crap]].","Once in a while you get [[puzzled]] over how BAD a film can be, and how in the world [[someone]] could raise money to [[handle]] this kind of [[shit]].",0.005144715309143066,0.05542939901351929,0,0,0,47,"Failed"
"The creators of south park in their own film here, this is a [[brilliant]] film with a huge entertainment factor.","The creators of south park in their own film here, this is a [[big]] film with a huge entertainment factor.",0.002820611000061035,0.0054479241371154785,1,1,1,27,"Failed"
"[[This]] [[movie]] [[goes]] beyond just being [[bad]], it is definitively the worst movie [[I]] have ever seen in my [[entire]] life.","[[this]] [[film]] [[has]] beyond just being [[great]], it is definitively the worst movie [[myself]] have ever seen in my [[whole]] life.",0.003624856472015381,0.4759535789489746,0,0,0,49,"Failed"
"This true story of Carlson's Raiders is more of a Army training film than anything else.","This true story of Carlson's Raiders is more of a Army training film than anything else.",0.9925037026405334,0.9925037026405334,1,1,0,1,"Skipped"
"This piece of [[crap]], since I can't call it a movie, can be summed up by the following.","This piece of [[fact]], since I can't call it a movie, can be summed up by the following.",0.008847296237945557,0.7216156721115112,0,1,0,16,"Successful"
"As usual, Sean Connery does a [[great]] job.Lawrence Fishburn is good, but I have a hard time not seeing him as Ike Turner.","As usual, Sean Connery does a [[horrible]] job.Lawrence Fishburn is good, but I have a hard time not seeing him as Ike Turner.",0.003239452838897705,0.994272768497467,1,0,1,62,"Successful"
"This movie is [[terrible]] but it has some good effects.","This movie is [[beautiful]] but it has some good effects.",0.019139528274536133,0.952811598777771,0,1,0,44,"Successful"
"As far as horror flicks go, this one is pretty darn [[good]].","As far as horror flicks go, this one is pretty darn [[terrible]].",0.00984501838684082,0.9968895316123962,1,0,1,27,"Successful"
"That's about the only [[redeeming]] quality in a movie that otherwise insults the viewer's intelligence by losing track of time, plot, and reason for being produced.","That's about the only [[thing]] quality in a movie that otherwise insults the viewer's intelligence by losing track of time, plot, and reason for being produced.",0.009388506412506104,0.6487436294555664,0,1,0,17,"Successful"
"Man, this would have been a [[bad]] episode of the original series.","Man, this would have been a [[rare]] episode of the original series.",0.0029547810554504395,0.9344477653503418,0,1,0,43,"Successful"
"Similar story line, done many times before, and this was no [[improvement]].","Similar story line, done many times before, and this was no [[exception]].",0.006739556789398193,0.9934131503105164,0,1,0,46,"Successful"
"To me, the final scene, in which Harris responds to the press corp, is [[worthy]] of viewing this intelligent and timeless slice of politics(especially the campaign phase).","To me, the final scene, in which Harris responds to the press corp, is [[void]] of viewing this intelligent and timeless slice of politics(especially the campaign phase).",0.0022971034049987793,0.6125534772872925,1,0,1,33,"Successful"
"This was one of the [[worst]] movies I have ever seen!","This was one of the [[greatest]] movies I have ever seen!",0.005203068256378174,0.9961848855018616,0,1,0,55,"Successful"
