"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Although [[I'm]] a girl, thankfully [[I]] [[have]] a sense of humor and realize that this really IS a funny anime!","Although [[I]] [[am]] a girl, thankfully [[I've]] a sense of humor and realize that this really IS a funny anime!",0.002641022205352783,0.002768576145172119,1,1,1,4,"Failed"
"This movie deals with the European ERASMUS exchange program but more generally about the European youth.","This movie deals with the European ERASMUS exchange program but more generally about the European youth.",0.009109914302825928,0.009109914302825928,1,1,1,1,"Failed"
"The true story of [[Phoolan]] [[Devi]] who became a national hero in [[India]] because she fought for her rights as a woman but in a violent manner.","The true story of [[Carolanne]] [[Simpson]] who became a national hero in [[St]]. [[Martin]] ([[French]] [[part]]) because she fought for her rights as a woman but in a violent manner.",0.025484144687652588,0.038949429988861084,1,1,1,19,"Failed"
"Turning Isherwood's somewhat dark and utterly brilliant novel into light comedic romp could easily have been a recipe for disaster, but somewhow it wasn't .","Turning Isherwood's somewhat dark and utterly brilliant novel into light comedic romp could easily have been a recipe for disaster, but somewhow it wasn't .",0.8539310693740845,0.8539310693740845,0,0,1,1,"Skipped"
"This is a great movie!","This is a great movie!",0.008830785751342773,0.008830785751342773,1,1,1,1,"Failed"
"I understand there was some conflict between Leigh and the great Maggie Smith during the filming.","I understand there was some conflict between Leigh and the great Maggie Smith during the filming.",0.710313081741333,0.710313081741333,1,1,0,1,"Skipped"
"I never thought [[I]] [[would]] absolutly hate an Arnold [[Schwartzeneggar]] film, BUT this is is dreadful from the get go.","I never thought [[I'd]] absolutly hate an Arnold [[Lacy]] film, BUT this is is dreadful from the get go.",0.006016552448272705,0.005075335502624512,0,0,0,8,"Failed"
"It's been said before--Strangers on a Train is Hitchcock's best movie--and [[he's]] made so many good ones!","It's been said before--Strangers on a Train is Hitchcock's best movie--and [[he]] [[is]] made so many good ones!",0.0036910176277160645,0.0018995404243469238,1,1,1,2,"Failed"
"Ned aKelly is such an important story to Australians but this movie is awful.","Ned aKelly is such an important story to Australians but this movie is awful.",0.008943557739257812,0.008943557739257812,0,0,0,1,"Failed"
"Long, boring, blasphemous.Never have I been so glad to see ending credits roll.","Long, boring, blasphemous.Never have I been so glad to see ending credits roll.",0.006625711917877197,0.006625711917877197,0,0,0,1,"Failed"
"The best horror/sci-fi movie [[i]] [[have]] ever seen.","The best horror/sci-fi movie [[i've]] ever seen.",0.004981637001037598,0.0055713653564453125,1,1,1,2,"Failed"
"Well, this may be [[one]] of the worst movies ever, but atleast there are some nice t*ts in it.","Well, this may be [[two]] of the worst movies ever, but atleast there are some nice t*ts in it.",0.37668943405151367,0.5536359548568726,0,1,0,2,"Successful"
"This is a really interesting film.","This is a really interesting film.",0.003899812698364258,0.003899812698364258,1,1,1,1,"Failed"
"[[Malcolm]] [[McDowell]] has not had too many good movies lately and this is no different.Especially designed for people who like Yellow filters on their movies.","[[Vansh]] [[Lombard]] has not had too many good movies lately and this is no different.Especially designed for people who like Yellow filters on their movies.",0.023629188537597656,0.021750032901763916,0,0,0,11,"Failed"
"Boring, predictable, by-the-numbers horror outing at least has pretty good special effects and plenty of (mindless) mayhem and gore to satisfy (mindless) genre fans.","Boring, predictable, by-the-numbers horror outing at least has pretty good special effects and plenty of (mindless) mayhem and gore to satisfy (mindless) genre fans.",0.008310854434967041,0.008310854434967041,0,0,0,1,"Failed"
"The Buddy Holly Story is a great biography with a super performance from [[Gary]] Busey.[[Busey]] did his own singing for this film and he does a great job.","The Buddy Holly Story is a great biography with a super performance from [[Jamika]] Busey.[[Conyers]] did his own singing for this film and he does a great job.",0.0035837888717651367,0.004251301288604736,1,1,1,10,"Failed"
"[[One]] of my favorite scenes is at the beginning when guests on a private yacht decide to take an impromptu swim - in their underwear!Rather risqué for [[1931]]!","[[two]] of my favorite scenes is at the beginning when guests on a private yacht decide to take an impromptu swim - in their underwear!Rather risqué for [[228]]!",0.09926491975784302,0.5318517684936523,1,0,1,6,"Successful"
"I know that the real story of Little Richard is a lot more thrilling than this maudlin and thoroughly average biopic.","I know that the real story of Little Richard is a lot more thrilling than this maudlin and thoroughly average biopic.",0.00630563497543335,0.00630563497543335,0,0,0,1,"Failed"
"So that´s what I called a bad, bad film... Poor acting, poor directing, terrible writing!","So that´s what I called a bad, bad film... Poor acting, poor directing, terrible writing!",0.0011879205703735352,0.0011879205703735352,0,0,0,1,"Failed"
"The biggest heroes, is [[one]] of the greatest movies ever.","The biggest heroes, is [[two]] of the greatest movies ever.",0.004240930080413818,0.0036690831184387207,1,1,1,2,"Failed"
"This film has special effects which for [[it's]] time are very impressive.","This film has special effects which for [[it]] [[is]] time are very impressive.",0.009128153324127197,0.012269556522369385,1,1,1,2,"Failed"
"I really enjoyed this movie... In My DVD collection of baseball movies... Reminded me how great the sport truly is... Whether [[it's]] here in America or [[Japan]].","I really enjoyed this movie... In My DVD collection of baseball movies... Reminded me how great the sport truly is... Whether [[it]] [[is]] here in America or [[Cayman]] [[Islands]].",0.005286157131195068,0.006005704402923584,1,1,1,6,"Failed"
"Simply [[one]] of the greatest films ever made.","Simply [[two]] of the greatest films ever made.",0.00406038761138916,0.00470733642578125,1,1,1,2,"Failed"
"Ever since I heard of the Ralph Bakshi version of ""The Lord of the Rings"" I wondered: What the hell is 'rotoscope' animation?","Ever since I heard of the Ralph Bakshi version of ""The Lord of the Rings"" I wondered: What the hell is 'rotoscope' animation?",0.9282559752464294,0.9282559752464294,0,0,1,1,"Skipped"
"A wonderful story...so beautiful told.","A wonderful story...so beautiful told.",0.00319671630859375,0.00319671630859375,1,1,1,1,"Failed"
"This movie was a suprise for me while I was surfing from channel to channel... I [[don't]] know why but it filled in me with warmth and happiness.","This movie was a suprise for me while I was surfing from channel to channel... I [[do]] [[not]] know why but it filled in me with warmth and happiness.",0.002883434295654297,0.0029238462448120117,1,1,1,2,"Failed"
"This film was Excellent, I thought that the original [[one]] was quiet mediocre.","This film was Excellent, I thought that the original [[two]] was quiet mediocre.",0.03513896465301514,0.04483157396316528,1,1,1,2,"Failed"
"[[Farrah]] [[Fawcett]] gives an award nominated performance as an attempted rape victim who turns the tables on her attacker.","[[Adaly]] [[Beech]] gives an award nominated performance as an attempted rape victim who turns the tables on her attacker.",0.017602145671844482,0.047644734382629395,1,1,1,10,"Failed"
"My definition of a great movie is if you want to continue to see it over again.","My definition of a great movie is if you want to continue to see it over again.",0.003089725971221924,0.003089725971221924,1,1,1,1,"Failed"
"This [[is]] [[not]] the stuff of soap-operas but the sort of conundrums that real people face in real life.","This [[isn't]] the stuff of soap-operas but the sort of conundrums that real people face in real life.",0.02067464590072632,0.01488947868347168,1,1,1,2,"Failed"
"[[i]] [[would]] give this movie an [[8]].[[5]] or a [[9]].","[[i'd]] give this movie an [[2]].[[3]] or a [[3]].",0.011291980743408203,0.024109184741973877,1,1,1,19,"Failed"
"Probably [[one]] of the worst movies ever made, [[I'm]] still trying to figure if it was meant to be fun, but for sure I had no fun at all.","Probably [[two]] of the worst movies ever made, [[I]] [[am]] still trying to figure if it was meant to be fun, but for sure I had no fun at all.",0.002043485641479492,0.0022357702255249023,0,0,0,4,"Failed"
"In my opinion, October Sky is [[one]] of the best movies of [[1999]]...It totally has everything an emotional drama movie would need, like, wonderful story and good character interactions.","In my opinion, October Sky is [[two]] of the best movies of [[1763]]...It totally has everything an emotional drama movie would need, like, wonderful story and good character interactions.",0.002768576145172119,0.0029674768447875977,1,1,1,8,"Failed"
"Cool idea... botched writing, botched directing, botched editing, botched acting.","Cool idea... botched writing, botched directing, botched editing, botched acting.",0.004988431930541992,0.004988431930541992,0,0,0,1,"Failed"
"'It's easy to kill a monster, but [[it's]] hard to kill a human being.","'It's easy to kill a monster, but [[it]] [[is]] hard to kill a human being.",0.48332977294921875,0.5657106637954712,1,0,1,2,"Successful"
"by the way it looks at the other comments made, it seems that a lot of people did not get the point to the flick.","by the way it looks at the other comments made, it seems that a lot of people did not get the point to the flick.",0.656940221786499,0.656940221786499,0,0,1,1,"Skipped"
"After [[30]]+ years of hiatus, once again I immerse myself in the mist of uplifting melancholy.","After [[38]]+ years of hiatus, once again I immerse myself in the mist of uplifting melancholy.",0.004945278167724609,0.004887998104095459,1,1,1,3,"Failed"
"Outlandish premise that rates low on plausibility and unfortunately also struggles feebly to raise laughs or interest.","Outlandish premise that rates low on plausibility and unfortunately also struggles feebly to raise laughs or interest.",0.013051509857177734,0.013051509857177734,0,0,0,1,"Failed"
"Were I not with friends, and so cheap, I [[would]] [[have]] walked out.It failed miserably as satire and [[didn't]] even have the redemption of camp.","Were I not with friends, and so cheap, I [[would've]] walked out.It failed miserably as satire and [[did]] [[not]] even have the redemption of camp.",0.0017600059509277344,0.002781391143798828,0,0,0,5,"Failed"
"If it wasn't for the terrific music, I would not hesitate to give this cinematic underachievement 2/10.","If it wasn't for the terrific music, I would not hesitate to give this cinematic underachievement 2/10.",0.9955412745475769,0.9955412745475769,1,1,0,1,"Skipped"
"Really bad Italian horror movie, a sort of remake of Hammer infamous Frankenstein must be destroyed, this time with a lady [[Frankenstein]] taking over the business from father.","Really bad Italian horror movie, a sort of remake of Hammer infamous Frankenstein must be destroyed, this time with a lady [[Mali]] taking over the business from father.",0.0020662546157836914,0.0022933483123779297,0,0,0,4,"Failed"
"Although it has been remade several times, this movie is a classic if [[you]] [[are]] seeing it for the first time.","Although it has been remade several times, this movie is a classic if [[you're]] seeing it for the first time.",0.0032535791397094727,0.0027784109115600586,1,1,1,2,"Failed"
"As long as you go into this movie knowing that it's terrible: bad acting, bad ""effects,"" bad story, bad... everything, then you'll love it.","As long as you go into this movie knowing that it's terrible: bad acting, bad ""effects,"" bad story, bad... everything, then you'll love it.",0.9933701157569885,0.9933701157569885,0,0,1,1,"Skipped"
"I wish [[they]] [[would]] just make a special section in the video rental stores for movies like this.","I wish [[they'd]] just make a special section in the video rental stores for movies like this.",0.06567376852035522,0.043699681758880615,0,0,0,2,"Failed"
"A fine western, following the fate of those who possess the prize winning gun, a Winchester '[[73]].","A fine western, following the fate of those who possess the prize winning gun, a Winchester '[[86]].",0.00295335054397583,0.0030797719955444336,1,1,1,4,"Failed"
"I decided to hire out this movie along with a few other old horror movies.","I decided to hire out this movie along with a few other old horror movies.",0.07963329553604126,0.07963329553604126,0,0,0,1,"Failed"
"For pure gothic vampire cheese nothing can compare to the Subspecies films.I highly recommend each and every [[one]] of them.","For pure gothic vampire cheese nothing can compare to the Subspecies films.I highly recommend each and every [[two]] of them.",0.008246183395385742,0.009615659713745117,1,1,1,2,"Failed"
"Did [[Sandra]] (yes, she must have) know we would still be here for her some [[nine]] years later?","Did [[Edna]] (yes, she must have) know we would still be here for her some [[sixteen]] years later?",0.03683829307556152,0.05662757158279419,1,1,1,11,"Failed"
"It is nice to see a show that has a little more content than just blood and guts for a change!","It is nice to see a show that has a little more content than just blood and guts for a change!",0.04468506574630737,0.04468506574630737,1,1,1,1,"Failed"
"A great film in its genre, the direction, acting, most especially the casting of the film makes it even more powerful.A must see.","A great film in its genre, the direction, acting, most especially the casting of the film makes it even more powerful.A must see.",0.0029039382934570312,0.0029039382934570312,1,1,1,1,"Failed"
"its too bad that no one knows anything about this movie, and it gets old telling people it's rap's version of spinal tap.","its too bad that no one knows anything about this movie, and it gets old telling people it's rap's version of spinal tap.",0.800930380821228,0.800930380821228,0,0,1,1,"Skipped"
"Nicely done evil little comedy pitting the FBI against organized crime with a nice lady caught in the middle.","Nicely done evil little comedy pitting the FBI against organized crime with a nice lady caught in the middle.",0.0075997114181518555,0.0075997114181518555,1,1,1,1,"Failed"
"[[Otto]] Preminger's ""Porgy and Bess"" stands, to date, as a great American musical.","[[Hoang]] Preminger's ""Porgy and Bess"" stands, to date, as a great American musical.",0.002549111843109131,0.0027737021446228027,1,1,1,10,"Failed"
"[[One]] of those TV films you saw in the seventies that scared the hell out of you when you were a kid but still gives you an eerie feeling.","[[two]] of those TV films you saw in the seventies that scared the hell out of you when you were a kid but still gives you an eerie feeling.",0.0038567185401916504,0.004857778549194336,1,1,1,2,"Failed"
"Well, I am SO glad I watched this on HBO instead of paying for it in the theaters or video store.","Well, I am SO glad I watched this on HBO instead of paying for it in the theaters or video store.",0.871925413608551,0.871925413608551,1,1,0,1,"Skipped"
"Despite its interesting premise, 'Sniper' is quite tedious.With a tighter script and sharper directing it [[could]] [[have]] been electrifying; instead it plods along with little tension.","Despite its interesting premise, 'Sniper' is quite tedious.With a tighter script and sharper directing it [[could've]] been electrifying; instead it plods along with little tension.",0.0029912590980529785,0.002872288227081299,0,0,0,2,"Failed"
"this is a great movie for all [[Corey]] [[Feldman]] fans.","this is a great movie for all [[Lundyn]] [[Hamilton]] fans.",0.003205239772796631,0.004402339458465576,1,1,1,10,"Failed"
"Working with one of the best Shakespeare sources, this film manages to be creditable to it's source, whilst still appealing to a wider audience.","Working with one of the best Shakespeare sources, this film manages to be creditable to it's source, whilst still appealing to a wider audience.",0.9809320569038391,0.9809320569038391,1,1,0,1,"Skipped"
"No offense to anyone who saw this and liked it, but I hated it!","No offense to anyone who saw this and liked it, but I hated it!",0.007565140724182129,0.007565140724182129,0,0,0,1,"Failed"
"This movie was [[100]]% boring, i swear i almost died from boredom at the theater.","This movie was [[133]]% boring, i swear i almost died from boredom at the theater.",0.00627821683883667,0.008969783782958984,0,0,0,4,"Failed"
"I [[wouldn't]] rent this [[one]] even on dollar rental night.","I [[would]] [[not]] rent this [[two]] even on dollar rental night.",0.014645218849182129,0.011203169822692871,0,0,0,4,"Failed"
"This is [[one]] of the funniest movies [[I]] [[have]] ever seen.","This is [[two]] of the funniest movies [[I've]] ever seen.",0.008219420909881592,0.006526529788970947,1,1,1,4,"Failed"
"Pretty dreadful movie about several unbalanced young people in a car starts off reasonably well but becomes more bizarre and hard to swallow as it progresses.","Pretty dreadful movie about several unbalanced young people in a car starts off reasonably well but becomes more bizarre and hard to swallow as it progresses.",0.002534151077270508,0.002534151077270508,0,0,0,1,"Failed"
"i found the story to be just enough of a thriller that the wonderful henry mancici music [[didn't]] lull me.","i found the story to be just enough of a thriller that the wonderful henry mancici music [[did]] [[not]] lull me.",0.00255584716796875,0.0024868249893188477,1,1,1,2,"Failed"
"This movie shows me, that americans have no knowledge about the situation in the sad balkan-brother war!","This movie shows me, that americans have no knowledge about the situation in the sad balkan-brother war!",0.18202346563339233,0.18202346563339233,0,0,0,1,"Failed"
"This film captures the true struggle with identity [[that]] [[is]] ongoing in our teenage years.","This film captures the true struggle with identity [[that's]] ongoing in our teenage years.",0.002755880355834961,0.002569854259490967,1,1,1,2,"Failed"
"This film lingered and lingered at a small movie theater in town, and the word-of-mouth buzz got me to see it.","This film lingered and lingered at a small movie theater in town, and the word-of-mouth buzz got me to see it.",0.06740468740463257,0.06740468740463257,1,1,1,1,"Failed"
"[[I]] [[have]] probably seen this movie over [[fifty]] times by now because of the kids they just cant get enough of Spirit.","[[I've]] probably seen this movie over [[forty-four]] times by now because of the kids they just cant get enough of Spirit.",0.019340574741363525,0.10886162519454956,1,1,1,6,"Failed"
"Despite the high ratings given to this film by IMDB users, this is nothing more than your typical girl-with-a-bad-childhood-obsessively-stalks-married-man film.","Despite the high ratings given to this film by IMDB users, this is nothing more than your typical girl-with-a-bad-childhood-obsessively-stalks-married-man film.",0.007585465908050537,0.007585465908050537,0,0,0,1,"Failed"
"More suspenseful, more subtle, much, much more disturbing....","More suspenseful, more subtle, much, much more disturbing....",0.9962522983551025,0.9962522983551025,1,1,0,1,"Skipped"
"Moonwalker is such a great movie, from start to finish you cant take your eyes away.","Moonwalker is such a great movie, from start to finish you cant take your eyes away.",0.002268850803375244,0.002268850803375244,1,1,1,1,"Failed"
"I [[don't]] believe it... [[Luc]] [[Besson]] is not only a genius now...he has always been [[one]]... this film is for everyone who likes real good deep films...just perfect!","I [[do]] [[not]] believe it... [[Tor]] [[Knotts]] is not only a genius now...he has always been [[two]]... this film is for everyone who likes real good deep films...just perfect!",0.009083569049835205,0.014707028865814209,1,1,1,18,"Failed"
"not a [[Larry]] [[Mcmurty]] masterpiece but it stands on its own as a good western, any of the lonesome doves do.","not a [[Maria]] [[Holmes]] masterpiece but it stands on its own as a good western, any of the lonesome doves do.",0.004352986812591553,0.004262089729309082,1,1,1,10,"Failed"
"I found this a very enjoyable light hearted comedy set in Wales with some truly funny sequences highlighting the rivalry between two funeral directors.","I found this a very enjoyable light hearted comedy set in Wales with some truly funny sequences highlighting the rivalry between two funeral directors.",0.002061188220977783,0.002061188220977783,1,1,1,1,"Failed"
"I cant go for long describing this tittle, simply because I [[do]] [[not]] feel strong about it.","I cant go for long describing this tittle, simply because I [[don't]] feel strong about it.",0.008209228515625,0.006738603115081787,0,0,0,2,"Failed"
"Great movie - especially the music - Etta James - ""At Last"".This speaks volumes when you have finally found that special someone.","Great movie - especially the music - Etta James - ""At Last"".This speaks volumes when you have finally found that special someone.",0.9945864081382751,0.9945864081382751,1,1,0,1,"Skipped"
"If [[you've]] ever had a mad week-end out with your mates then [[you'll]] appreciate this film.Excellent fun and a laugh a minute.","If [[you]] [[have]] ever had a mad week-end out with your mates then [[you]] [[will]] appreciate this film.Excellent fun and a laugh a minute.",0.006077587604522705,0.005194246768951416,1,1,1,4,"Failed"
"A very comical but down to earth look into the behind the scene workings of an Australian bowling club.","A very comical but down to earth look into the behind the scene workings of an Australian bowling club.",0.007992267608642578,0.007992267608642578,1,1,1,1,"Failed"
"The Disney studios' remake of their own 1965 slapstick classic concerns a clever feline leading an F.B.I. agent to a kidnapped woman.","The Disney studios' remake of their own 1965 slapstick classic concerns a clever feline leading an F.B.I. agent to a kidnapped woman.",0.8330948352813721,0.8330948352813721,1,1,0,1,"Skipped"
"I know this is a made for TV movie, and the acting in made for TV movies is usually sub-par, but [[it's]] absolutely horrendous in this film.","I know this is a made for TV movie, and the acting in made for TV movies is usually sub-par, but [[it]] [[is]] absolutely horrendous in this film.",0.006459653377532959,0.005134999752044678,0,0,0,2,"Failed"
"In my opinion this is the best [[Oliver]] Stone flick -- probably more because of Bogosian's influence than anything else.","In my opinion this is the best [[Lacy]] Stone flick -- probably more because of Bogosian's influence than anything else.",0.0022974610328674316,0.0038563013076782227,1,1,1,7,"Failed"
"[[one]] day someone said lets redo the mod squad we can make it hip cool and all that YO!","[[two]] day someone said lets redo the mod squad we can make it hip cool and all that YO!",0.3659239411354065,0.6763802170753479,0,1,0,2,"Successful"
"Well, i thought the movie was blah [[1]]/[[10]].","Well, i thought the movie was blah [[2]]/[[16]].",0.044049859046936035,0.12510067224502563,0,0,0,8,"Failed"
"To begin with its a rip off of the Japanese film Battle Royal except [[it's]] missing the [[one]] thing that made BR unique, balls.","To begin with its a rip off of the Japanese film Battle Royal except [[it]] [[is]] missing the [[two]] thing that made BR unique, balls.",0.11747747659683228,0.10195285081863403,0,0,0,3,"Failed"
"At [[one]] [[point]] in this waste of celluloid, [[Charles]] Dance as some sort of meant-to-be-funny, cyborg bad guy says ""If I had an anus, [[I'd]] soil myself"".Quite.","At [[two]] in this waste of celluloid, [[Tawni]] Dance as some sort of meant-to-be-funny, cyborg bad guy says ""If I had an anus, [[I]] [[would]] soil myself"".Quite.",0.005875885486602783,0.01033109426498413,0,0,0,12,"Failed"
"After eight Moto films the series had run its course, as this last entry demonstrates.","After eight Moto films the series had run its course, as this last entry demonstrates.",0.8715952634811401,0.8715952634811401,1,1,0,1,"Skipped"
"This movie is so bad, I knew how it ends right after this little girl killed the first person.","This movie is so bad, I knew how it ends right after this little girl killed the first person.",0.008976936340332031,0.008976936340332031,0,0,0,1,"Failed"
"Spanish horrors are not bad at all, some are smart with interesting stories, but is not the case of ""Second Name"".","Spanish horrors are not bad at all, some are smart with interesting stories, but is not the case of ""Second Name"".",0.8806450963020325,0.8806450963020325,1,1,0,1,"Skipped"
"I think [[it's]] [[one]] of the greatest movies which are ever made, and [[I've]] seen many... The book is better, but [[it's]] still a very good movie!","I think [[it]] [[is]] [[two]] of the greatest movies which are ever made, and [[I]] [[have]] seen many... The book is better, but [[it]] [[is]] still a very good movie!",0.0029339194297790527,0.0025517940521240234,1,1,1,11,"Failed"
"I enjoyed every moment of this movie, even though I knew they could never really be together.","I enjoyed every moment of this movie, even though I knew they could never really be together.",0.005890250205993652,0.005890250205993652,1,1,1,1,"Failed"
"[[I]] [[will]] not even make any more comments about this movie.","[[I'll]] not even make any more comments about this movie.",0.048686087131500244,0.049592673778533936,0,0,0,3,"Failed"
"Great underrated movie great action good actors and a wonderful story line.","Great underrated movie great action good actors and a wonderful story line.",0.003721296787261963,0.003721296787261963,1,1,1,1,"Failed"
"Summer Phoenix did a great performance where you really feel what [[she's]] not able to feel and you just cannot understand what she has on her mind.","Summer Phoenix did a great performance where you really feel what [[she]] [[is]] not able to feel and you just cannot understand what she has on her mind.",0.0026742219924926758,0.002304971218109131,1,1,1,2,"Failed"
"Brilliant and moving performances by [[Tom]] [[Courtenay]] and [[Peter]] [[Finch]].","Brilliant and moving performances by [[Lainie]] [[Ortiz]] and [[Dalen]] [[Towns]].",0.00596308708190918,0.006779313087463379,1,1,1,31,"Failed"
"The characters are unlikeable and the script is awful.It's a waste of the talents of Deneuve and Auteuil.","The characters are unlikeable and the script is awful.It's a waste of the talents of Deneuve and Auteuil.",0.0026093125343322754,0.0026093125343322754,0,0,0,1,"Failed"
"As I said the idea itself was great and it had plenty potential.","As I said the idea itself was great and it had plenty potential.",0.7387459874153137,0.7387459874153137,1,1,0,1,"Skipped"
"with very little screen time and money, [[Dan]] [[Katzir]] manages to do so much.","with very little screen time and money, [[Tiffeny]] [[Craig]] manages to do so much.",0.010229110717773438,0.022491455078125,1,1,1,10,"Failed"
"[[Ten]] minutes of people spewing gallons of pink vomit.Recurring scenes of enormous piles of dog excrement - need [[one]] say more?","[[seven]] minutes of people spewing gallons of pink vomit.Recurring scenes of enormous piles of dog excrement - need [[two]] say more?",0.01261228322982788,0.013082504272460938,0,0,0,6,"Failed"
"Once in a while you get amazed over how BAD a film can be, and how in the world anybody could raise money to make this kind of crap.","Once in a while you get amazed over how BAD a film can be, and how in the world anybody could raise money to make this kind of crap.",0.005144715309143066,0.005144715309143066,0,0,0,1,"Failed"
"The creators of south park in their own film here, this is a brilliant film with a huge entertainment factor.","The creators of south park in their own film here, this is a brilliant film with a huge entertainment factor.",0.002820611000061035,0.002820611000061035,1,1,1,1,"Failed"
"This movie goes beyond just being bad, [[it]] [[is]] definitively the worst movie I have ever seen in my entire life.","This movie goes beyond just being bad, [[it's]] definitively the worst movie I have ever seen in my entire life.",0.003624856472015381,0.004192829132080078,0,0,0,3,"Failed"
"This true story of Carlson's Raiders is more of a Army training film than anything else.","This true story of Carlson's Raiders is more of a Army training film than anything else.",0.9925037026405334,0.9925037026405334,1,1,0,1,"Skipped"
"This piece of crap, since I [[can't]] call it a movie, can be summed up by the following.","This piece of crap, since I [[cannot]] call it a movie, can be summed up by the following.",0.008847296237945557,0.009313762187957764,0,0,0,2,"Failed"
"As usual, [[Sean]] [[Connery]] does a great job.[[Lawrence]] [[Fishburn]] is good, but I have a hard time not seeing him as [[Ike]] [[Turner]].","As usual, [[Yeshaya]] [[Creech]] does a great job.[[Roderic]] [[Gaskill]] is good, but I have a hard time not seeing him as [[Jamir]] [[Burney]].",0.003239452838897705,0.02664858102798462,1,1,1,65,"Failed"
"This movie is terrible but it has some good effects.","This movie is terrible but it has some good effects.",0.019139528274536133,0.019139528274536133,0,0,0,1,"Failed"
"As far as horror flicks go, this [[one]] is pretty darn good.","As far as horror flicks go, this [[two]] is pretty darn good.",0.00984501838684082,0.010252714157104492,1,1,1,2,"Failed"
"[[That's]] about the only redeeming quality in a movie that otherwise insults the viewer's intelligence by losing track of time, plot, and reason for being produced.","[[Linley]] about the only redeeming quality in a movie that otherwise insults the viewer's intelligence by losing track of time, plot, and reason for being produced.",0.009388506412506104,0.009980559349060059,0,0,0,4,"Failed"
"Man, this [[would]] [[have]] been a bad episode of the original series.","Man, this [[would've]] been a bad episode of the original series.",0.0029547810554504395,0.0030655860900878906,0,0,0,2,"Failed"
"Similar story line, done many times before, and this was no improvement.","Similar story line, done many times before, and this was no improvement.",0.006739556789398193,0.006739556789398193,0,0,0,1,"Failed"
"To me, the final scene, in which [[Harris]] responds to the press corp, is worthy of viewing this intelligent and timeless slice of politics(especially the campaign phase).","To me, the final scene, in which [[Lawton]] responds to the press corp, is worthy of viewing this intelligent and timeless slice of politics(especially the campaign phase).",0.0022971034049987793,0.0023977160453796387,1,1,1,4,"Failed"
"This was [[one]] of the worst movies I have ever seen!","This was [[two]] of the worst movies I have ever seen!",0.005203068256378174,0.008185863494873047,0,0,0,3,"Failed"
"[[Brian]] De [[Palma's]] undeniable virtuosity [[can't]] really camouflage the fact that his plot here is a thinly disguised ""Psycho"" carbon copy, but he does provide a genuinely terrifying climax.","[[Annalee]] De [[Grundy]] undeniable virtuosity [[cannot]] really camouflage the fact that his plot here is a thinly disguised ""Psycho"" carbon copy, but he does provide a genuinely terrifying climax.",0.009189486503601074,0.01724410057067871,1,1,1,15,"Failed"
